Title	GenreCodes	GenreNames
One on One	Q599558	erotic film
One-Sided Passion	Q599558	erotic film
One Thing She Doesn't Have	Q599558	erotic film
One to Another	Q185529	pornographic film
One Unprecedented	Q599558	erotic film
Only Love Defies	Q599558	erotic film
Onna kyōshi: yogoreta hōkago	Q1194365	pink film / pinku eiga
Onna no Hosomichi: Nureta Kaikyo	Q599558	erotic film
Onsen jōwa: Yubune de momi gaeri	Q1194365	pink film / pinku eiga
Ōoku Maruhi Monogatari	Q599558	erotic film
Oops! 2003	Q599558	erotic film
Open Sisters	Q599558	erotic film
Operation: Desert Stormy	Q185529	pornographic film
Operation Sex Siege	Q185529	pornographic film
Orgasm Boarding House	Q599558	erotic film
Orgasm Lecture	Q599558	erotic film
Orgasm Lecture 2	Q599558	erotic film
Orgasmic Restaurant	Q599558	erotic film
Orgasmo nero	Q599558	erotic film
Orgazmo	Q599558	erotic film
Orgy 1967	Q599558	erotic film
Orgy II : The XXX championship	Q185529	pornographic film
Orgy of the Dead	Q2292320, Q599558	sexploitation film, erotic film
Orgy : The XXX championship	Q185529	pornographic film
Orgy World 7	Q185529	pornographic film
Oriental Blue	Q185529	pornographic film
Oriental Vixen	Q2275499	sex film
Original Sin	Q599558	erotic film
Original Sinful Affairs	Q599558	erotic film
Oryu's Passion: Bondage Skin	Q1194365	pink film / pinku eiga
Osenchi sakaba: Kimi mo nureru machikado	Q1194365	pink film / pinku eiga
Oshi, Mankai	Q1194365	pink film / pinku eiga
Othello: Dangerous Desire	Q185529	pornographic film
Otto; or Up with Dead People	Q185529	pornographic film
Our Ex-Girlfriend	Q599558	erotic film
Our Lady of Lust	Q599558	erotic film
Our Movie by Sophie & Stella	Q185529	pornographic film
Our Summer of Love	Q185529	pornographic film
Out of Athens	Q128145358	gay pornographic film
Outing	Q599558	erotic film
Outing 3	Q599558	erotic film
Outlaw Ladies	Q185529	pornographic film
Over-Thirty Alumnus Association	Q1194365, Q185529	pink film / pinku eiga, pornographic film
Overnight: Friend's Girl	Q599558	erotic film
Overnight Models	Q2275499	sex film
P.S. Girls	Q599558	erotic film
Pacific Banana	Q2275499	sex film
Panty House	Q599558	erotic film
Panty House 2	Q599558	erotic film
Paradise Inn Phuket: The Taste of College Students	Q599558	erotic film
Parallel sex: Chijo ga hisomu toki	Q1194365	pink film / pinku eiga
Parasite Choon	Q599558	erotic film
Parenting: Murphys Law	Q599558	erotic film
Paris Emma	Q599558	erotic film
Paris Pickups	Q185529	pornographic film
Park Ara, Born 1982	Q599558	erotic film
Partly Stormy	Q185529	pornographic film
Partysex 1	Q185529	pornographic film
Partysex 2	Q185529	pornographic film
Partysex 3	Q185529	pornographic film
Pasión prohibida	Q599558	erotic film
Passion	Q599558	erotic film
Passion Pit	Q185529	pornographic film
Passion Plantation	Q599558	erotic film
Passion's Flower	Q599558	erotic film
Past Love	Q599558	erotic film
Patrizia	Q599558	erotic film
Paula-Paula	Q599558	erotic film
Pavlov's Dog	Q599558	erotic film
Pay For Sex	Q599558	erotic film
Pee-Wee's XXX Adventure: A Porn Parody	Q16254232, Q185529	pornographic parody film, pornographic film
Peeping Tom	Q185529	pornographic film
Penelope Pulls It Off	Q2275499	sex film
Penetrator 2 Grunge Days	Q185529	pornographic film
Perfect	Q185529	pornographic film
Perfect kiss: Nurashite playback	Q1194365	pink film / pinku eiga
Perfect Love	Q599558	erotic film
Perfect Others - Swapping Secrets	Q599558	erotic film
Perfect Sex	Q599558	erotic film
Perfect Transit Sex	Q599558	erotic film
Perfect Woman	Q599558	erotic film
Performers of the Year 2010	Q185529	pornographic film
Perspective	Q185529	pornographic film
Perverse Adolescence	Q599558	erotic film
Pervert!	Q2292320	sexploitation film
Pervert Convenience Store Owner's Part-timer Education	Q599558	erotic film
Perverted Criminal	Q1194365	pink film / pinku eiga
Perverted Planet	Q185529	pornographic film
Perverted Stories 35	Q185529	pornographic film
Perverted Virgins	Q185529	pornographic film
Pervertissima	Q599558	erotic film
Pervirella	Q2292320	sexploitation film
Pet Girl: Secret Helper	Q599558	erotic film
Pet Man	Q599558	erotic film
Peter Pan XXX: An Axel Braun Parody	Q16254232, Q185529	pornographic parody film, pornographic film
Petites cochonnes bulgares	Q185529	pornographic film
Petting monster: Kairaku kui makuri	Q1194365	pink film / pinku eiga
Phat Bottom Girls	Q185529	pornographic film
Phat Bottom Girls 2	Q185529	pornographic film
Philosophy in the Boudoir	Q599558	erotic film
Phoenix Marie Experience	Q185529	pornographic film
Pietro l'Aretino's sinful nights	Q599558	erotic film
Pigalle	Q185529	pornographic film
Pin-Ups 2	Q185529	pornographic film
Pink Lady	Q599558	erotic film
Pink Narcissus	Q599558	erotic film
Pink Prison	Q185529	pornographic film
Pink Ribbon	Q1194365	pink film / pinku eiga
Pink Tush Girl	Q1194365	pink film / pinku eiga
Pink Tush Girl: Love Attack	Q1194365, Q185529	pink film / pinku eiga, pornographic film
Pink Velvet	Q185529	pornographic film
Pink zone 3: Dutch wife bojô	Q1194365	pink film / pinku eiga
Pionerki - Plod Grekha	Q185529	pornographic film
Pirate Video Deluxe 4: Fetish Therapy	Q185529	pornographic film
Pirates	Q185529	pornographic film
Pirates II: Stagnetti's Revenge	Q185529	pornographic film
Pizza Dare 1	Q599558	erotic film
Pizza Dare 2	Q599558	erotic film
Plan 69 from Outer Space	Q16254232, Q185529	pornographic parody film, pornographic film
Planet Sexxx	Q185529	pornographic film
Planet Sexxx 2	Q185529	pornographic film
Plastic Sex	Q599558	erotic film
Play-mate of the Apes	Q599558	erotic film
Playboy BONG	Q599558	erotic film
Playboy's Complete Massage	Q185529	pornographic film
Playgirls	Q599558	erotic film
Playgirls II	Q599558	erotic film
Playing in Color	Q599558	erotic film
Playing the Odds	Q185529	pornographic film
Playing with Fire	Q599558	erotic film
Please Don't Eat My Mother	Q2292320	sexploitation film
Pleasure Guide	Q599558	erotic film
Pleasure Island	Q599558	erotic film
Pleasure or Pain	Q599558	erotic film
Pleasure Shop on 7th Ave.	Q185529	pornographic film
Pleasureville	Q185529	pornographic film
Plum Blossom	Q599558	erotic film
Plush 2013	Q599558	erotic film
Poison	Q599558	erotic film
Poison Ivy: The New Seduction	Q599558	erotic film
Poison Ivy: The Secret Society	Q599558	erotic film
Poolside Pounding	Q185529	pornographic film
Poppea: A Prostitute in Service of the Emperor	Q2275499	sex film
Poppea's Hot Nights	Q2275499	sex film
Porn of the Dead	Q185529	pornographic film
Porn Wars – Episode I	Q16254232	pornographic parody film
Porndogs: The Adventures of Sadie	Q185529	pornographic film
Pornmaking for Dummies	Q599558	erotic film
Porno 1990	Q599558	erotic film
Porno Esotic Love	Q185529	pornographic film
Porno Holocaust	Q185529, Q2292320	pornographic film, sexploitation film
Porno - Made in Denmark	Q185529	pornographic film
Pornochic 28: Claire & Lana	Q185529	pornographic film
Pornography: A Musical	Q185529	pornographic film
Pornography in Denmark: A New Approach	Q124391280, Q185529	Danish sex documentary film, pornographic film
Pornstar 2: Pangalawang Putok	Q599558	erotic film
Pornstar Athletics 2	Q185529	pornographic film
Pornstar Superheroes	Q185529	pornographic film
Pornstar Wannabes 4	Q185529	pornographic film
Portrait of a Beauty	Q599558	erotic film
Portrait of a Call Girl	Q185529	pornographic film
POV Jugg Fuckers 2	Q185529	pornographic film
POV Pervert	Q185529	pornographic film
Power Bangers	Q185529	pornographic film
Power Bitches 2	Q185529	pornographic film
Power Diary: Cow Farm Saedaek	Q599558	erotic film
Practice Makes Perfect	Q2275499	sex film
Prague Buddies	Q185529	pornographic film
Prague Buddies 3: Liebestod	Q185529	pornographic film
Prague Buddies 4: Tales of the Ancient Bohemian Woods	Q185529	pornographic film
Prague by Night	Q185529	pornographic film
Prague by Night 2	Q185529	pornographic film
Preaching to the Perverted	Q3461143	BDSM-themed film
Pregnant In Prague 2	Q185529	pornographic film
Premiers désirs	Q599558	erotic film
Presídio de Mulheres Violentadas	Q4047254, Q599558	Pornochanchada, erotic film
Pretty Baby	Q599558	erotic film
Pretty Daughters-in-law	Q599558	erotic film
Pretty Girl	Q185529	pornographic film
Pretty Housekeeper 2: Collection Strategy	Q599558	erotic film
Pretty Housekeeper 2: Kind Lady	Q599558	erotic film
Pretty Mother-in-law	Q599558	erotic film
Pretty Peaches	Q185529	pornographic film
Pretty Peaches 2	Q185529	pornographic film
Pretty Reporter	Q599558	erotic film
Pretty Sisters-in-law 2018	Q599558	erotic film
Pretty Young Sister	Q599558	erotic film
Pretty Young Sister 2	Q599558	erotic film
Pretty Young Sister 3	Q599558	erotic film
Pretty Young Sister 4	Q599558	erotic film
Pretty Young Sister 5	Q599558	erotic film
Prison Girl	Q1194365, Q185529	pink film / pinku eiga, pornographic film
Prison Girls	Q185529, Q2292320	pornographic film, sexploitation film
Prisoner of Paradise	Q185529	pornographic film
Privacy Lewdness	Q599558	erotic film
Private Collections	Q599558	erotic film
Private Gaia 1: Les obstacles de l'amour	Q185529	pornographic film
Private Gaia 2: Irresistible Silvie	Q185529	pornographic film
Private Gladiator: In the City of Lust	Q16254232, Q185529	pornographic parody film, pornographic film
Private Gold 1: A Study in Sex	Q185529	pornographic film
Private Gold 93: The Sexual Adventures Of Little Red	Q185529	pornographic film
Private Lesson Bribe	Q599558	erotic film
Private Lessons	Q2292320, Q599558	sexploitation film, erotic film
Private Lessons: Home Teacher's Breast	Q1194365, Q185529	pink film / pinku eiga, pornographic film
Private Professor: Three Women's Sex Class	Q599558	erotic film
Private School	Q2991560	sex comedy
Private School Girls	Q2275499, Q2991560	sex film, sex comedy
Private Sports 1: Moto XXX	Q185529	pornographic film
Private Teacher	Q185529	pornographic film
Private Tutor Advanced Course	Q599558	erotic film
Private Video Magazine 20	Q185529	pornographic film
Privè 2002	Q599558	erotic film
Professor Marston & The Wonder Women	Q3461143	BDSM-themed film
Programmed for Pleasure	Q185529	pornographic film
Project GoGo Boy	Q128145358	gay pornographic film
Project X	Q185529	pornographic film
Promises! Promises!	Q2292320	sexploitation film
Promotion Sex	Q599558	erotic film
Pron: The XXX Parody	Q185529	pornographic film
Prostitution	Q185529, Q599558	pornographic film, erotic film
Prostitution 3	Q599558	erotic film
Prostitution 4	Q599558	erotic film
Prostitution 5	Q599558	erotic film
Prostitution 6	Q599558	erotic film
Prostituzione	Q599558	erotic film
Provincial Girl in Sex Lesson	Q599558	erotic film
Provocation	Q599558	erotic film
Provocazione fatale	Q599558	erotic film
Psychopathia Sexualis	Q599558	erotic film
Public Invitation Girl	Q599558	erotic film
Public Lavatory: I've Been Loitering	Q1194365, Q185529	pink film / pinku eiga, pornographic film
Public Sokcho	Q599558	erotic film
Punyu katsu: Ippai daisuki	Q1194365	pink film / pinku eiga
Purpose of a Part-Timer	Q599558	erotic film
Purpose of Cohabitation	Q599558	erotic film
Purpose of hiking	Q599558	erotic film
Purpose of Reunion	Q599558	erotic film
Purpose of Reunion 2	Q599558	erotic film
Purpose of Reunion 3	Q599558	erotic film
Purpose of Sex: Director's Cut	Q599558	erotic film
Purpose of Swapping	Q599558	erotic film
Purpose of the MZ Sisters	Q599558	erotic film
Purpose of Tutoring	Q599558	erotic film
Pussies Being Filled With Huge Loads! Right Before Ejaculation! Girls Getting Ejaculated Into 100 Times 8 Hours	Q185529	pornographic film
Put Your Devil Into My Hell	Q2275499	sex film
Pyon Kangnyo	Q599558	erotic film
Qualcosa in più	Q599558	erotic film
Queen of Elephants	Q185529	pornographic film
Queen of Hearts	Q109733294	erotic thriller film
Quella provincia maliziosa	Q599558	erotic film
Quiet Days in Clichy	Q185529, Q599558	pornographic film, erotic film
Quiver Queen: Chanel Camryn 90's Theme Showcase	Q185529	pornographic film
R-Rated Idol Seung-ha's Fancy Walk	Q599558	erotic film
R-Rated Idol Seung-ha's Sex Scandal	Q599558	erotic film
Raakkilikal	Q599558	erotic film
Rabo I	Q599558	erotic film
Ragazza alla pari	Q599558	erotic film
Raiders of the Lost Arse	Q128145358, Q16254232	gay pornographic film, pornographic parody film
Rain, Woman and Eroticism	Q599558	erotic film
Raluca	Q599558	erotic film
Ram Teri Ganga Maili	Q599558	erotic film
Rambone XXX: A DreamZone Parody	Q185529	pornographic film
Ranch of the Nymphomaniac Girls	Q2275499	sex film
Ransom	Q185529	pornographic film
Rape! 13th Hour	Q1194365, Q599558	pink film / pinku eiga, erotic film
Rape Ceremony	Q1194365	pink film / pinku eiga
Rape: The Great Fear	Q599558	erotic film
Raped by an Angel	Q2292320	sexploitation film
Raped by an Angel 2: The Uniform Fan	Q2292320	sexploitation film
Raped with Eyes: Daydream	Q1194365, Q185529, Q599558	pink film / pinku eiga, pornographic film, erotic film
Rapt in Love	Q2292320	sexploitation film
Rapture: The Pavel Dubcek Legend	Q185529	pornographic film
Rasputin: Orgies in the Tsar's Court	Q185529, Q599558	pornographic film, erotic film
Rat' mal, wer heut bei uns schläft...?	Q2275499	sex film
Rated 19 Secret Lesson	Q599558	erotic film
Rathinirvedam	Q599558	erotic film
Raunchy Late Night Theatre	Q599558	erotic film
Raw Brim Beautiful Wife: Cuckold in Delusion	Q1194365	pink film / pinku eiga
Raw Talent	Q185529	pornographic film
Rawhide	Q185529	pornographic film
Rawhide II: Dirty Deeds	Q185529	pornographic film
Re-Penetrator	Q16254232	pornographic parody film
Ready for Anything	Q599558	erotic film
Ready, Willing and Able	Q599558	erotic film
Real Affairs	Q599558	erotic film
Real Housewives of the San Fernando Valley – A XXX Parody	Q16254232	pornographic parody film
Real Underwear Body	Q1194365, Q185529	pink film / pinku eiga, pornographic film
Realities 2	Q185529	pornographic film
Realizer	Q599558	erotic film
Reason for Affair	Q599558	erotic film
Rebecca	Q109733294	erotic thriller film
Rebecca, an Indecent Story	Q185529	pornographic film
Red Ball	Q599558	erotic film
Red Bikini	Q599558	erotic film
Red Cherry	Q599558	erotic film
Red Cherry 3	Q599558	erotic film
Red Cherry 4	Q599558	erotic film
Red Cherry 5	Q599558	erotic film
Red Cherry 6	Q599558	erotic film
Red Cherry 7	Q599558	erotic film
Red Cherry 8	Q599558	erotic film
Red Mother-in-law	Q599558	erotic film
Red Shoe Diaries	Q599558	erotic film
Red Shoe Diaries 2: Double Dare	Q599558	erotic film
Red Shoe Diaries 3: Another Woman's Lipstick	Q599558	erotic film
Red Sister	Q599558	erotic film
Red Vacance Black Wedding	Q599558	erotic film
Red Vacation Black Wedding 2	Q599558	erotic film
Red, White and Blue	Q2292320	sexploitation film
Reel People	Q185529	pornographic film
Reflections of Light	Q599558	erotic film
Reform School Girl	Q2292320	sexploitation film
Rehearsal	Q599558	erotic film
Reifeprüfung auf der Schulbank	Q599558	erotic film
Relative Brother	Q599558	erotic film
Relative Brother 2	Q599558	erotic film
Relative Sister	Q599558	erotic film
Ren'ai sōdan: O-kuchi ni dekinai o toshigoro	Q1194365	pink film / pinku eiga
Rental College Student, Carnal Desire In Arrears	Q1194365	pink film / pinku eiga
Requiem pour un Vampire	Q599558	erotic film
Resolve	Q599558	erotic film
Rest in Pieces	Q185529	pornographic film
Resurrection of Eve	Q185529	pornographic film
Retreat Through the Wet Wasteland	Q1194365	pink film / pinku eiga
Return to Two Moon Junction	Q599558	erotic film
Reunion Goals: The Beginning	Q599558	erotic film
Revenge of a Daughter	Q185529	pornographic film
Revenge of the East Frisians	Q2275499	sex film
Revenge of the Petites	Q185529	pornographic film
Rezervoir Doggs	Q16254232, Q185529	pornographic parody film, pornographic film
Rice Cake	Q599558	erotic film
Rice Paddy Elf	Q599558	erotic film
Rich Kids	Q599558	erotic film
Rich Man Exchange Sex	Q599558	erotic film
Ride Me Hard	Q185529	pornographic film
Riders	Q185529	pornographic film
Riding Girl	Q599558	erotic film
Ridskolan 2: Sexskolan	Q185529	pornographic film
Ridskolan 3: Skidskolan	Q185529	pornographic film
Ridskolan 4: Hälsoskolan	Q185529	pornographic film
Ridskolan 5: Bilskolan	Q185529	pornographic film
Rings of Passion	Q185529	pornographic film
Rio Sex Comedy	Q2991560	sex comedy
Riot in a Women's Prison	Q599558	erotic film
Risky Business	Q599558	erotic film
Risque Hospital	Q599558	erotic film
Ritual	Q185529	pornographic film
Robin Hood	Q185529	pornographic film
Robinson and His Tempestuous Slaves	Q2275499	sex film
Robinson Crusoe on Sin Island	Q185529	pornographic film
Robotrix	Q2292320	sexploitation film
Rocco: Animal Trainer	Q185529	pornographic film
Rocco Meats an American Angel in Paris	Q185529	pornographic film
Rocco More Than Ever 2	Q185529	pornographic film
Rocco Ravishes the Czech Republic	Q185529	pornographic film
Rocco's Abbondanza: Big Boobs	Q185529	pornographic film
Rocco's Double Anal Festival	Q185529	pornographic film
Rock Erotic Picture Show	Q185529	pornographic film
Rockey X	Q16254232, Q185529	pornographic parody film, pornographic film
Rockey X 2: The Final Round	Q185529	pornographic film
Rockin' with Seka	Q185529	pornographic film
Rocky XXX: A Parody Thriller	Q185529	pornographic film
Roger Dodger	Q2991560	sex comedy
Role Play	Q599558	erotic film
Role Play 2	Q599558	erotic film
